Customer ID,Recency,Frequency,Monetary,Segment
12964.0,72,1,48928.8,Low
12967.0,6,2,979027.4,Top
12969.0,237,1,45306.5,Low
12970.0,15,6,387808.10000000003,High
12971.0,1,33,1769665.6,Top
12972.0,48,4,429644.0,High
12973.0,48,1,142653.5,Medium
12974.0,200,1,97735.49999999999,Low
12975.0,71,6,777033.3,Top
12976.0,13,7,894578.5999999999,Top
12977.0,136,3,175616.8,Medium
12978.0,20,5,926043.4,Top
12979.0,364,1,191549.00000000003,Medium
12980.0,21,12,3282225.6000000006,Top
12982.0,29,7,871079.9,Top
12983.0,233,1,181329.6,Medium
12986.0,63,10,1010040.8,Top
12987.0,55,3,278798.7,High
12989.0,59,18,2452226.8000000003,Top
12990.0,52,4,202020.0,Medium
12991.0,24,1,96592.2,Low
12992.0,360,1,34539.5,Low
12993.0,80,4,312601.9,High
12996.0,10,1,131535.0,Medium
12997.0,29,4,327087.39999999997,High
12998.0,127,3,340429.60000000003,High
13000.0,360,1,184130.5,Medium
13001.0,39,20,5274971.600000001,Top
13002.0,51,2,108476.6,Low
13004.0,21,18,2218127.8,Top
13005.0,66,2,179812.6,Medium
13007.0,214,1,64842.5,Low
13008.0,32,2,141584.2,Medium
13009.0,307,1,86580.0,Low
13010.0,9,2,122144.40000000001,Medium
13011.0,7,1,18703.5,Low
13012.0,64,3,485066.3,High
13013.0,6,18,2891487.1,Top
13014.0,67,1,708476.0,Top
13015.0,73,6,1198851.8,Top
13018.0,48,7,919620.2000000001,Top
13019.0,14,6,455081.5,High
13020.0,197,2,229015.2,Medium
13021.0,9,8,840218.2000000001,Top
13022.0,64,1,24161.0,Low
13023.0,163,1,280878.1,High
13024.0,105,2,205671.9,Medium
13025.0,366,1,119654.29999999999,Medium
13026.0,123,4,280356.4,High
13027.0,20,13,3821064.0000000005,Top
13029.0,9,2,251525.99999999997,Medium
13030.0,3,1,148873.2,Medium
13031.0,42,5,1218350.8,Top
13032.0,27,7,668138.6,Top
13033.0,64,1,11100.0,Low
13034.0,4,2,103566.70000000001,Low
13035.0,66,1,163658.4,Medium
13036.0,319,1,113627.00000000001,Low
13037.0,34,9,1122535.6,Top
13039.0,219,4,373970.10000000003,High
13041.0,85,4,295678.1,High
13042.0,233,3,550778.2999999999,High
13044.0,127,10,1586404.5999999999,Top
13045.0,36,2,186346.8,Medium
13046.0,91,1,118377.8,Medium
13047.0,8,17,2056319.4,Top
13048.0,71,5,824996.3999999999,Top
13049.0,24,2,278077.2,High
13050.0,1,19,2396737.9,Top
13051.0,213,2,57646.00000000001,Low
13052.0,55,6,1025336.6,Top
13053.0,256,1,47230.5,Low
13055.0,64,1,409479.0,High
13056.0,186,1,77507.59999999999,Low
13057.0,165,3,262548.3,High
13059.0,48,9,780096.8999999999,Top
13063.0,115,1,69708.0,Low
13064.0,185,2,207662.5,Medium
13065.0,8,5,390368.5,High
13067.0,44,2,145428.5,Medium
13069.0,4,16,1918638.7000000002,Top
13070.0,94,3,193473.0,Medium
13071.0,247,1,47811.4,Low
13073.0,46,2,154689.6,Medium
13074.0,146,4,510133.8,High
13076.0,92,1,50098.0,Low
13077.0,1,8,860749.5,Top
13078.0,1,32,6254668.700000001,Top
13079.0,52,1,73659.6,Low
13080.0,36,3,82380.5,Low
13081.0,6,19,11421074.9,Top
13082.0,59,12,1377184.4,Top
13083.0,60,1,33921.6,Low
13084.0,126,1,45288.0,Low
13085.0,314,6,746364.0,Top
13086.0,17,1,162552.1,Medium
13087.0,361,1,116046.79999999999,Medium
13088.0,52,1,87360.70000000001,Low
13089.0,3,109,21417616.5,Top
13090.0,0,13,1920048.4,Top
13091.0,364,2,731120.0,Top
13092.0,49,7,615106.5,High
13093.0,8,48,17431136.6,Top
13094.0,3,2,187146.0,Medium
13096.0,29,1,155289.00000000003,Medium
13097.0,23,18,2708725.6,Top
13101.0,133,3,219857.7,Medium
13102.0,0,14,1950947.0999999999,Top
13103.0,72,2,172309.00000000003,Medium
13104.0,50,3,225929.4,Medium
13105.0,71,1,26640.0,Low
13106.0,48,1,194975.2,Medium
13107.0,48,5,1376936.5,Top
13108.0,7,2,276930.2,High
13109.0,186,1,128571.3,Medium
13110.0,72,5,543456.0000000001,High
13111.0,353,1,119095.60000000002,Medium
13112.0,176,1,7622.000000000001,Low
13113.0,1,14,2352119.6,Top
13114.0,365,1,86720.59999999999,Low
13115.0,14,6,1183970.4000000001,Top
13117.0,0,12,613793.0,High
13118.0,11,4,450511.99999999994,High
13119.0,303,1,49913.0,Low
13123.0,107,2,187497.5,Medium
13124.0,20,1,327572.10000000003,High
13125.0,158,1,54989.4,Low
13126.0,1,7,702485.7000000001,Top
13128.0,266,1,97495.0,Low
13129.0,87,2,86302.5,Low
13131.0,53,4,828973.8999999999,Top
13133.0,94,1,33540.5,Low
13134.0,37,2,252210.5,Medium
13135.0,126,1,101916.5,Low
13136.0,10,8,1356771.5,Top
13137.0,21,8,1473950.5,Top
13138.0,7,2,186794.5,Medium
13139.0,72,1,1161074.8,Top
13140.0,1,3,292562.7,High
13141.0,20,12,1948912.0999999999,Top
13143.0,219,1,149887.0,Medium
13144.0,66,1,9028.0,Low
13145.0,7,4,297850.0,High
13148.0,24,14,1781387.2000000002,Top
13150.0,119,3,166488.9,Medium
13151.0,260,2,446715.8,High
13152.0,52,7,794160.6000000001,Top
13154.0,34,3,601190.7999999999,High
13155.0,3,3,288015.39999999997,High
13156.0,20,3,587019.7999999999,High
13157.0,44,5,1460071.8,Top
13158.0,23,1,113634.40000000001,Low
13161.0,135,1,132970.6,Medium
13162.0,15,12,2807264.0,Top
13163.0,245,1,6530.499999999999,Low
13164.0,204,2,137714.0,Medium
13165.0,48,1,158981.6,Medium
13166.0,49,1,169730.1,Medium
13167.0,25,1,123513.4,Medium
13168.0,177,1,200221.8,Medium
13169.0,197,1,47064.0,Low
13172.0,35,1,25751.999999999996,Low
13173.0,2,10,818480.7000000001,Top
13174.0,4,10,2449992.0,Top
13175.0,217,2,307636.5,High
13177.0,65,1,85007.5,Low
13178.0,32,10,3083476.4,Top
13179.0,253,1,211754.7,Medium
13180.0,242,1,31857.000000000004,Low
13181.0,16,1,133085.3,Medium
13183.0,29,6,1139008.0,Top
13187.0,259,3,38975.8,Low
13190.0,179,3,211144.19999999998,Medium
13191.0,293,1,60935.299999999996,Low
13192.0,170,4,609256.7999999999,High
13194.0,56,1,152469.6,Medium
13195.0,49,1,50590.1,Low
13196.0,78,3,470292.19999999995,High
13197.0,244,1,138013.7,Medium
13198.0,22,2,582006.3,High
13199.0,1,30,2447834.9000000004,Top
13201.0,137,4,456232.19999999995,High
13202.0,29,7,584711.0,High
13203.0,21,6,658152.2999999999,Top
13204.0,366,1,357664.2,High
13205.0,78,1,1037183.9999999999,Top
13206.0,35,13,3074030.3000000003,Top
13207.0,86,2,105672.00000000001,Low
13208.0,84,3,280700.5,High
13209.0,149,5,968623.0,Top
13211.0,16,7,563639.5,High
13213.0,18,6,862447.8,Top
13214.0,52,7,1207765.1,Top
13215.0,37,1,30191.999999999996,Low
13217.0,290,1,49025.0,Low
13219.0,253,1,28205.100000000002,Low
13220.0,210,1,191215.99999999997,Medium
13222.0,212,1,32745.0,Low
13223.0,58,4,298190.4,High
13225.0,56,9,3624605.0999999996,Top
13226.0,28,1,75572.5,Low
13230.0,0,17,1279397.0999999999,Top
13233.0,55,2,211395.80000000002,Medium
13234.0,307,2,128205.0,Medium
13237.0,22,1,237910.0,Medium
13238.0,65,2,113182.99999999999,Low
13239.0,72,4,468098.1,High
13240.0,0,5,383397.7,High
13241.0,46,1,41636.1,Low
13242.0,86,4,158730.0,Medium
13243.0,84,4,235046.19999999998,Medium
13245.0,67,1,206726.40000000002,Medium
13246.0,28,5,514385.10000000003,High
13249.0,36,6,332082.39999999997,High
13250.0,95,2,93643.3,Low
13251.0,37,1,93491.6,Low
13252.0,29,2,147741.0,Medium
13253.0,65,2,710662.7000000001,Top
13254.0,11,1,19021.7,Low
13255.0,8,2,186831.5,Medium
13257.0,71,1,55407.5,Low
13258.0,14,2,124541.99999999999,Medium
13259.0,32,8,414163.19999999995,High
13262.0,24,2,138069.2,Medium
13263.0,28,4,458529.89999999997,High
13264.0,77,1,267347.2,High
13266.0,48,7,851288.6000000001,Top
13267.0,1,18,1937604.9000000001,Top
13269.0,4,14,1311823.9,Top
13270.0,1,1,218300.0,Medium
13274.0,44,1,133514.5,Medium
13275.0,18,2,88378.20000000001,Low
13276.0,32,3,481362.60000000003,High
13277.0,15,3,98012.99999999999,Low
13278.0,34,3,330454.4,High
13280.0,14,4,553101.8999999999,High
13281.0,74,1,129814.50000000001,Medium
13282.0,41,1,66988.5,Low
13283.0,202,2,103489.0,Low
13285.0,235,2,242523.90000000002,Medium
13286.0,235,1,271916.7,High
13287.0,238,3,289188.3,High
13288.0,78,5,343215.7,High
13289.0,358,1,113941.5,Medium
13290.0,73,1,77193.09999999999,Low
13291.0,49,10,1076581.5999999999,Top
13292.0,50,3,153760.9,Medium
13293.0,27,6,441387.80000000005,High
13294.0,281,1,301842.3,High
13295.0,11,3,333284.89999999997,High
13296.0,58,5,260890.7,High
13297.0,20,3,843144.9,Top
13299.0,58,2,398194.0,High
13300.0,23,2,338039.4,High
13302.0,161,1,35316.5,Low
13303.0,35,1,22836.399999999998,Low
13304.0,90,3,339500.9,High
13305.0,7,7,648147.5,Top
13306.0,65,1,19850.5,Low
13307.0,122,2,95585.79999999999,Low
13308.0,231,1,105398.20000000001,Low
13309.0,27,1,92344.6,Low
13310.0,15,2,151392.9,Medium
13312.0,86,1,46157.5,Low
13313.0,114,7,699300.0,Top
13315.0,324,1,114796.2,Medium
13316.0,27,6,2666919.3000000003,Top
13317.0,20,13,1558592.07,Top
13319.0,0,34,4157671.5000000005,Top
13320.0,69,2,251378.0,Medium
13324.0,63,8,1254862.4,Top
13326.0,67,1,104251.2,Low
13327.0,0,14,2313132.7,Top
13329.0,1,7,1599868.9000000001,Top
13330.0,90,3,612412.9,High
13331.0,36,1,97087.99999999999,Low
13333.0,46,3,375823.8,High
13334.0,171,2,998807.6,Top
13337.0,181,1,582846.2,High
13338.0,176,3,724682.0,Top
13340.0,52,5,4204709.6,Top
13346.0,97,6,110777.99999999999,Low
13357.0,129,4,1182560.7,Top
13359.0,38,1,223387.5,Medium
13360.0,66,4,574850.5,High
13361.0,107,2,536685.0,High
13362.0,13,3,852232.1,Top
13363.0,44,1,270603.2,High
13367.0,66,1,188774.00000000003,Medium
13368.0,49,2,184297.0,Medium
13369.0,0,1,114063.6,Medium
13370.0,6,1,279301.9,High
13371.0,140,2,850134.2,Top
13373.0,50,3,1581727.7999999998,Top
13374.0,49,2,156436.0,Medium
13375.0,79,1,375024.60000000003,High
13377.0,31,2,574565.6000000001,High
13380.0,67,1,23088.0,Low
13381.0,14,6,1696472.2000000002,Top
13382.0,63,4,430898.3,High
13383.0,178,1,112953.6,Low
13384.0,25,4,935693.0,Top
13386.0,49,2,309120.2,High
13387.0,52,1,69167.8,Low
13388.0,238,1,188163.5,Medium
13392.0,312,1,33721.8,Low
13393.0,218,4,418636.5,High
13394.0,14,11,1517621.6,Top
13395.0,35,2,322828.7,High
13397.0,72,5,609663.8,High
13398.0,83,1,78810.0,Low
13399.0,99,3,101897.99999999999,Low
13400.0,217,1,115007.09999999999,Medium
13402.0,7,3,338143.00000000006,High
13403.0,22,2,57165.0,Low
13405.0,116,3,237303.2,Medium
13406.0,62,2,210500.4,Medium
13407.0,213,3,830538.9999999999,Top
13408.0,6,46,8738076.139999999,Top
13410.0,28,4,443593.00000000006,High
13412.0,255,1,180319.5,Medium
13413.0,274,6,158892.8,Medium
13414.0,98,3,408346.80000000005,High
13415.0,107,4,290142.89999999997,High
13416.0,371,1,84471.0,Low
13417.0,182,4,380604.2,High
13418.0,7,15,2240523.9,Top
13421.0,41,6,823264.7999999999,Top
13423.0,63,1,80301.1,Low
13424.0,84,1,211924.9,Medium
13425.0,143,2,653501.4,Top
13426.0,17,12,1674642.2000000002,Top
13427.0,112,3,156854.1,Medium
13428.0,149,2,102401.2,Low
13431.0,41,6,757441.8,Top
13432.0,206,2,162467.0,Medium
13433.0,136,4,243578.39999999997,Medium
13434.0,20,3,419069.4,High
13435.0,11,2,235852.80000000002,Medium
13438.0,182,1,17205.0,Low
13439.0,23,2,260073.0,High
13440.0,58,7,479242.5,High
13441.0,66,1,156976.19999999998,Medium
13442.0,302,3,155351.9,Medium
13443.0,83,6,471069.2,High
13444.0,9,2,229059.6,Medium
13445.0,261,1,89502.99999999999,Low
13446.0,65,11,1436299.3,Top
13448.0,8,9,2092424.0,Top
13450.0,9,7,768238.4,Top
13451.0,16,6,1550966.0,Top
13452.0,107,1,51726.00000000001,Low
13453.0,37,1,157142.69999999998,Medium
13454.0,276,1,81351.90000000001,Low
13455.0,1,5,683608.2999999999,Top
13457.0,323,2,54841.4,Low
13458.0,14,2,855698.9999999999,Top
13459.0,259,2,429351.69999999995,High
13461.0,42,3,1004550.0,Top
13462.0,45,4,370869.5,High
13464.0,29,5,896495.2000000001,Top
13465.0,81,2,344514.4,High
